"r04945025","@549328fb7690e435c7ee9616358721b6@import java.io.FileReader;
import java.io.BufferedReader;
import java.util.Arrays;
import java.util.HashSet;

public class Bingo {

    public static void main(String[] args) throws Exception {
        try(BufferedReader br = new BufferedReader(new FileReader(args[0]))){
            HashSet<String> hash = new HashSet<String>();
            String[] data = br.readLine().split("","");
            int count = 0;
            int set = Integer.parseInt(data[0]);
            int num = Integer.parseInt(data[1]);
            boolean[][] bingo = new boolean[num][num];
            boolean[][] result = new boolean[2 * num + 2][num];
            boolean[] cmp = new boolean[num];

            data = br.readLine().split("","");
            for(int i = 0; i < set; i++){
                if(!hash.contains(data[i])) hash.add(data[i]);
            }

            for(int i = 0; i < num; i++){
                data = br.readLine().split("","");
                for(int j = 0; j < num; j++){
                    if(hash.contains(data[j])) bingo[i][j] = true;
                }
            }

            for(int i = 0; i < num; i++){
                result[i] = bingo[i];
                for(int j = 0; j < num; j++) {
                    result[num + j][i] = bingo[i][j];
                    if(i == j){
                        result[2 * num][i] = bingo[i][i];
                    }
                    if(i + j == num - 1){
                        result[2 * num + 1][j] = bingo[i][j];
                    }
                }
            }

            /*for(int i = 0; i < 2 * num + 2; i++){
                if(i == num || i == 2*num){
                    System.err.printf(""-----------------------------------\n"");
                }
                for(int j = 0; j < num; j++){
                    System.err.printf(""%b\t"", result[i][j]);
                }
                System.err.printf(""\n"");
            }*/

            for(int i = 0; i < num; i++){
                cmp[i] = true;
            }

            for(int i = 0; i < num * 2 + 2; i++){
                if(Arrays.equals(cmp, result[i])) count++;
            }
            System.out.printf(""%d\n"", count);
        }
    }
}

@549328fb7690e435c7ee9616358721b6@","10"
"r04447001","@2f410230769f5f019a77b77fe04d76a8@import java.io.FileReader;
import java.io.BufferedReader;

public class Bingo {

    public static void main(String[] args) throws Exception {

        // read file from args[0] in Java 7 style
        try(BufferedReader br = new BufferedReader(new FileReader(args[0]))){
            
            // read a line and split by ','
            String[] data = br.readLine().split("","");
            // store the first integer in variable stringCount (number of announced strings)
            int stringCount = Integer.parseInt(data[0]);

            // store the second integer in variable num (dimension of matrix: num * num)            
            int num = Integer.parseInt(data[1]);

            // initilization of a String array in Java
            String[] announce = new String[stringCount];
            int[][] resultmatrix = new int[num][num];
            // printf in Java (you should comment out or delete this in your final submission)
            System.out.printf(""number of announced strings: %d\ndimension of matrix: %d x %d\n"", stringCount, num, num);
            String[] data2 = br.readLine().split("","");
            for(int i =0; i < stringCount; i++){
            announce[i] = data2[i];
            }//build the announce
            int current = 0;
            for(int i = 0; i < num; i++){
                String[] data3 = br.readLine().split("","");
                for(int j = 0; j < num; j++){
                resultmatrix[i][j] = compareString(data3[j],announce);
                current++;
                }
            }//build the countmatrix
            
            int result = 0;
            result = Matchedline(resultmatrix,num);
            System.out.println(result);
            /*  now you can write your own solution to hw0
             *  you can follow the instruction described below:
             * 
             *  1. read the rest content of the file
             *  2. store the announce strings (2nd line of the file) in variable announce
             *  3. store the matrix (from the 3rd line to the end of the file) in variable matrix
             *  4. compare the matrix and announce strings (this is the tricky part)
             *  5. output how many 'straight line' are there in the matrix
             * 
             *  [note]
             *  you can use every data structure in standard Java packages (Java 8 supported)
             *  the packages in stdlib.jar and algs4.jar are also available for you to use
             *
             *  [hint]
             *  1. you should check whether Java pass the variable by references or by values.
             *  2. some data structure such as HashSet, HashMap, Arrays, ArrayList, Vector are very
             *     useful for solving problems. 
             */
            
        }
    }
    private static int compareString(String sub,String[] obj){
        int result = 0;
        for(int i = 0; i < obj.length; i++){
            if(obj[i].equalsIgnoreCase(sub)){
                result = 1;
                break;
            }
        }
        return result;
    }
    private static int Matchedline(int[][] matrix, int num){
        int finalcount = 0;
        for (int i = 0; i < num; i++) {
            int totalcount = 0;
            for (int j = 0; j < num; j++) {
                totalcount += matrix[i][j];
            }
            if (totalcount == num) {
                finalcount++;
            }
        }// row count
        for (int i = 0; i < num; i++) {
            int totalcount = 0;
            for (int j = 0; j < num; j++) {
                totalcount += matrix[j][i];
            }
            if (totalcount == num) {
                finalcount++;
            }
        }//column count
            int diagcount = 0;
        for (int i = 0; i < num; i++) {
                diagcount += matrix[i][i];
            if (diagcount == num) {
                finalcount++;
            }//diagonal site
        }
            diagcount = 0;//re-initialize
        for (int i = 0; i < num ; i++) {
                diagcount += matrix[(num-1-i)][i];
            if (diagcount == num) {
                finalcount++;
            }//another diagonal site
        }
        return finalcount;
    }
}

@2f410230769f5f019a77b77fe04d76a8@","10"
"r04921115","@12675c855f36bf4d6d1db36f57f4c738@package hw0;
import java.io.FileReader;
import java.io.BufferedReader;
import java.util.*;

public class Bingo {

    public static void main(String[] args) throws Exception {

        // read file from args[0] in Java 7 style
        try(BufferedReader br = new BufferedReader(new FileReader(""C:\\Users\\Wen\\Desktop\\hw0\\input.txt""))){
            
            // read a line and split by ','
            String[] data = br.readLine().split("","");
            
            // store the first integer in variable stringCount (number of announced strings)
            int stringCount = Integer.parseInt(data[0]);

            // store the second integer in variable num (dimension of matrix: num * num)            
            int num = Integer.parseInt(data[1]);

            // initilization of a String array in Java
            String[] announce = new String[stringCount];
            String[][] matrix = new String[num][num];

            // printf in Java (you should comment out or delete this in your final submission)
            System.out.printf(""number of announced strings: %d\ndimension of matrix: %d x %d\n"", stringCount, num, num);
            
            announce = br.readLine().split("","");
//            matrix = br.readLine().split("","");            
            int i,j;
            String[] temp = new String[num];
            for(i=0; i<num; i++){
            	temp = br.readLine().split("","");
            	for(j=0; j<num; j++){
            		matrix[i][j] = temp[j];
            		if(j!=num && j!=0){
            			//System.out.printf("", "");
            		}
            		//System.out.printf(""%s"", matrix[i][j]);
            	}
            	//System.out.printf(""\n"");
            }
            //System.out.printf(""ann: %s %s\n"", announce[0], announce[1]);
           
            //System.out.printf(""hahhaha %s %s %s\n"", matrix[0][0], matrix[0][1], matrix[0][2]);
            
            int straight_line = 0;
            int flag;
            for(i=0; i<num; i++){
            	flag = 0;
            	for(j=0; j<num; j++){
            		if ( matrix[i][j].equals(announce[0]) || matrix[i][j].equals(announce[1])){
            			flag ++;
            		}else{
            			break;
            		}
            	}
            	if(flag==num){
            		straight_line++;
            	}
            }
            
            for(j=0; j<num; j++){
            	flag = 0;
            	for(i=0; i<num; i++){
            		if ( matrix[i][j].equals(announce[0]) || matrix[i][j].equals(announce[1])){
            			flag ++;
            		}else{
            			break;
            		}
            	}
            	if(flag==num){
            		straight_line++;
            	}
            }
            
            for(i=0; i<num; i++){
            	flag = 0;
        		if ( matrix[i][i].equals(announce[0]) || matrix[i][i].equals(announce[1])){
        			flag ++;
        		}else{
        			break;
        		}
            	if(flag==num){
            		straight_line++;
            	}
            }
            
            for(i=0; i<num; i++){
            	flag = 0;
        		if ( matrix[i][num-1-i].equals(announce[0]) || matrix[i][num-1-i].equals(announce[1])){
        			flag ++;
        		}else{
        			break;
        		}
            	if(flag==num){
            		straight_line++;
            	}
            }
            System.out.printf(""%d\n"", straight_line);
            /*  now you can write your own solution to hw0
             *  you can follow the instruction described below:
             * 
             *  1. read the rest content of the file
             *  2. store the announce strings (2nd line of the file) in variable announce
             *  3. store the matrix (from the 3rd line to the end of the file) in variable matrix
             *  4. compare the matrix and announce strings (this is the tricky part)
             *  5. output how many 'straight line' are there in the matrix
             * 
             *  [note]
             *  you can use every data structure in standard Java packages (Java 8 supported)
             *  the packages in stdlib.jar and algs4.jar are also available for you to use
             *
             *  [hint]
             *  1. you should check whether Java pass the variable by references or by values.
             *  2. some data structure such as HashSet, HashMap, Arrays, ArrayList, Vector are very
             *     useful for solving problems. 
             */
        }
    }
}

@12675c855f36bf4d6d1db36f57f4c738@","10"
"b02611023","@655ba47c4666b0c5ece44e2b884fd6f9@import java.io.*;

public class Bingo {

    public static void main(String[] args) throws Exception {

        // read file from args[0] in Java 7 style
        try(BufferedReader br = new BufferedReader(new FileReader(""input.txt""))){

            // read a line and split by ','
            String [] data = br.readLine().split("","");

            // store the first integer in variable stringCount (number of announced strings)
            int stringCount = Integer.parseInt(data[0]);

            // store the second integer in variable num (dimension of matrix: num * num)
            int num = Integer.parseInt(data[1]);

            // initilization of a String array in Java
            String[] announce = new String[stringCount];
            announce = br.readLine().split("","");

            String[][] matrix = new String[num][num];
            for(int i = 0; i < num; i ++){
            	matrix[i] = br.readLine().split("","");
            }

            int dot = 0;
            int dot1 = 0;
            int dot2 = 0;
            int dot3 = 0;
            int line = 0;

            for(int j = 0; j < num; j ++){
            	if(matrix[j][j].equals(announce[0]) | matrix[j][j].equals(announce[1])){
            		dot = dot + 1;
            	}
            	if(matrix[num-j-1][j].equals(announce[0]) | matrix[num-j-1][j].equals(announce[1])){
            		dot1 = dot1 + 1;
            	}
            	for(int k = 0; k < num; k ++){
            		if(matrix[j][k].equals(announce[0]) | matrix[j][k].equals(announce[1])){
            			dot2 = dot2 + 1;
            		}
            		if(matrix[k][j].equals(announce[0]) | matrix[k][j].equals(announce[1])){
            			dot3 = dot3 + 1;
            		}
            	}
            	if(dot == num){
            		line = line + 1;
            	}
            	if(dot1 == num){
            		line = line + 1;
            	}
            	if(dot2 == num){
            		line = line + 1;
            		dot2 = 0;
            	}
            	else{
            		dot2 = 0;
            	}
            	if(dot3 == num){
            		line = line + 1;
            		dot3 = 0;
            	}
            	else{
            		dot3 = 0;
            	}
            }

            System.out.println(line);
        }
    }
}

@655ba47c4666b0c5ece44e2b884fd6f9@","10"
"r04921094","@3298344207af76434338b2314da92ced@package homework0;

import java.io.BufferedReader;
import java.io.FileReader;

public class Bingo {

	public static void main(String[] args) throws Exception {					// exception for BufferedReader
		// TODO Auto-generated method stub
		String[] numberData;				// register for number data
		String[] bingoString;			// bingo input string
		String[][] bingoMapString;		// bingo map string
		int numOfString;					// for bingo input string size 
		int sizeOfMatrix;				// for bingo map string size
		BingoMap bingoMap;
		
		BufferedReader br = new BufferedReader(new FileReader(args[0]));		// get the filename from args
		numberData = br.readLine().split("","");
		numOfString = Integer.valueOf(numberData[0]);
		sizeOfMatrix = Integer.valueOf(numberData[1]);
		bingoString = new String[numOfString];
		bingoString = br.readLine().split("","");
		/*for(int i = 0; i < numOfString; i++){
			System.out.print(bingoString[i] + "" "");
		}*/
		bingoMapString = new String[sizeOfMatrix][sizeOfMatrix];
		
		// TODO BingoMapString input format check
		for(int i = 0; i < sizeOfMatrix; i++){
			bingoMapString[i] = br.readLine().split("","");
			/*for(int j = 0; j < sizeOfMatrix; j++){
				System.out.print(bingoMapString[i][j] + "" "");
			}
			System.out.println();*/
		}
		
		bingoMap = new BingoMap(bingoMapString, sizeOfMatrix);
		bingoMap.inputString(bingoString, numOfString);
		System.out.println(bingoMap.result());
	}
}

class BingoMap{
	String[][] mapString;
	String[] inputString;
	int numOfString;
	int sizeOfMap;
	
	public BingoMap(String[][] mapString, int sizeOfMap){
		this.mapString = mapString;
		this.sizeOfMap = sizeOfMap;
	}
	
	void inputString(String[] inputString, int numOfString){
		this.inputString = inputString;
		this.numOfString = numOfString;
	}
	
	int result(){
		// TODO algorithm for output right answer
		return this.bingoAlg(digitallize());
	}
	
	boolean[][] digitallize (){
		boolean[][] booleanMap = new boolean[sizeOfMap][sizeOfMap];
		
		for(int i=0; i < sizeOfMap; i++){
			for(int j=0; j < sizeOfMap; j++){
				for(int k=0; k< numOfString; k++){
					if(booleanMap[i][j] == false)
						booleanMap[i][j] = mapString[i][j].equals(inputString[k]);
				}
			}
		}
		/*
		for(int i = 0; i<sizeOfMap; i++){
			for(int j = 0; j<sizeOfMap; j++)
				System.out.print(booleanMap[i][j]);
			System.out.println();
		}*/
		
		return booleanMap;
	}
	
	int bingoAlg(boolean[][] booleanMap){	
		int result = 0;
		boolean[][] resultMapFlag = new boolean[3][];		// flags for all map
		resultMapFlag[0] = new boolean[sizeOfMap];			// flags for column
		resultMapFlag[1] = new boolean[sizeOfMap];			// flags for row
		resultMapFlag[2] = new boolean[2];					// flags for diagonal
		
		for(int i=0; i<sizeOfMap; i++){
			for(int j=0; j<sizeOfMap; j++){
				if(booleanMap[i][j] == false){
					resultMapFlag[0][i] = true;
					resultMapFlag[1][j] = true;
					if(i == j){
						resultMapFlag[2][0] = true;
					}
					else if(i == sizeOfMap - j){
						resultMapFlag[2][1] = true;
					}
				}
			}
		}
		
		for(boolean[] resultMapFlagRow: resultMapFlag){
			for(boolean resultFlag: resultMapFlagRow){
				if(resultFlag == false){
					result++;
				}
			}
		}
		
		return result;
	}
}

@3298344207af76434338b2314da92ced@","10"
"b03106003","@e79996290f839527d75a8e7d5c5db3b0@public class Bingo {

 
    public static void main(String[] args) {
        // TODO code application logic here
        int sum = 0;
        String tmp[] = args[0].split("","");
        int m = Integer.valueOf(tmp[0]);
        int n = Integer.valueOf(tmp[1]);
        
        String ans[] = new String[m];
        ans = args[1].split("","");
        
        String map [][] = new String[n][n];
        int flag[][] = new int [n][n];
        
        
        for(int i = 0; i<n; i++){
            map[i] =  args[i+2].split("","");                   
        }
        
        for(int i =0 ; i<flag.length; i++){
            for(int j = 0; j < flag[i].length; j++){
                flag[i][j] = 0;            
            }
        }
        
        for(int q = 0; q < ans.length ; q++){
            for(int i = 0 ; i< flag.length; i++){
                for(int j = 0; j < flag[i].length; j++){
                    if (map[i][j].equals(ans[q])){
                        flag[i][j] = 1; 
                    }
                }
            }
        }
        int temp = 0;
        int temp2 = 0;
        int temp3 = 0;
        for(int i = 0; i < flag.length ; i++){
            if (flag[i][i] != 0){
                for(int j = 0; j < flag[i].length; j++){
                    temp2 = temp2 + flag[i][j];
                    
                    temp3 = temp3 + flag[j][i];
                    
                    }
                    
                if (temp2 == n){
                        sum = sum + 1;
                    }
                 temp2 = 0;    
                if (temp3 == n){
                        sum = sum + 1;
                    }
                 temp3 = 0;    
                
            }
            temp = temp + flag[n-1-i][i];
        }
            if (temp == n){
                sum = sum + 1;
            }
            temp = 0;
        
            System.out.println(sum);
        
        
        
    }
    
}

@e79996290f839527d75a8e7d5c5db3b0@","10"
"b02611019","@0a7bd1e8a2121da3322a52207991e370@import java.io.FileReader;
import java.io.BufferedReader;
import java.util.Arrays;

public class Bingo {

    public static void main(String[] args) throws Exception {

        // read file from args[0] in Java 7 style
        BufferedReader br = new BufferedReader(new FileReader(args[0]));
            
        // read a line and split by ','
        
        String[] data = br.readLine().split("","");

        // store the first integer in variable stringCount (number of announced strings)
        int stringCount = Integer.parseInt(data[0]);

        // store the second integer in variable num (dimension of matrix: num * num)            
        int num = Integer.parseInt(data[1]);

        // initilization of a String array in Java
        String[] announce = new String[stringCount];
        String[][] matrix = new String[num][num];
        

        // printf in Java (you should comment out or delete this in your final submission)
//        System.out.printf(""number of announced strings: %d\ndimension of matrix: %d x %d\n"", stringCount, num, num);

        
        announce = br.readLine().split("","");
        for (int i=0;i<num;i++){
            String[] content = br.readLine().split("","");
            
            for (int j=0;j<num;j++){
//                StdOut.print(content[j]);
                matrix[i][j]=content[j];
            }
//            System.out.print(""\n"");
        }
        int answer=0;
        int[] x=new int[num];
        int[] y=new int[num];
        int[] z=new int[2];
        for (int i=0;i<num;i++){
            x[i]=y[i]=0;
            for (int j=0;j<num;j++){
                if ((Arrays.binarySearch(announce, matrix[i][j]))<0){
                    x[i]++;
                    y[j]++;
                    
                }
                if (i==j&&(Arrays.binarySearch(announce, matrix[i][j]))<0)
                    z[0]++;
                if (i+j==num&&(Arrays.binarySearch(announce, matrix[i][j]))<0)
                    z[1]++;
            }
            
        }
        for(int i=0;i<num;i++){
            if(x[i]==0)
                answer++;
            if(y[i]==0)
                answer++;
            if(z[0]==0)
                answer++;
            if(z[1]==0)
                answer++;
                
        }            
        System.out.print(answer);
            /*  now you can write your own solution to hw0
             *  you can follow the instruction described below:
             * 
             *  1. read the rest content of the file
             *  2. store the announce strings (2nd line of the file) in variable announce
             *  3. store the matrix (from the 3rd line to the end of the file) in variable matrix
             *  4. compare the matrix and announce strings (this is the tricky part)
             *  5. output how many 'straight line' are there in the matrix
             * 
             *  [note]
             *  you can use every data structure in standard Java packages (Java 8 supported)
             *  the packages in stdlib.jar and algs4.jar are also available for you to use
             *
             *  [hint]
             *  1. you should check whether Java pass the variable by references or by values.
             *  2. some data structure such as HashSet, HashMap, Arrays, ArrayList, Vector are very
             *     useful for solving problems. 
             */
        
    }
}

@0a7bd1e8a2121da3322a52207991e370@","10"
"b03611035","@26ec41a2fb8347cd0f6d116185b63a65@import java.io.FileReader;
import java.io.BufferedReader;

public class Bingo {

    @SuppressWarnings(""empty-statement"")
    public static void main(String[] args) throws Exception {
 // read file from args[0] in Java 7 style
        try (BufferedReader br = new BufferedReader(new FileReader(args[0]))){
            // read a line and split by ','
            String[] data = br.readLine().split("","");
            //讀要殺的國家(第二行)存入killcountry
            String[] killcountry;
            killcountry = br.readLine().split("","");
            //要殺的國家數(字元)存成整數
            int stringCount = Integer.parseInt(data[0]);
            //幾階的國家(字元)存成整數      
            int num = Integer.parseInt(data[1]);
            
            //做出存賓果的二維陣列(ccr為currentcountry的縮寫)
            String[][] ccr=new String[num][num];
            int i;
            for (i=0; i<num;i++){
            ccr[i] = br.readLine().split("","");
            }

            //死去的國家都存0
            for (i=0; i<num;i++){
                for(int j=0;j<num;j++){
                    for(int k=0;k<stringCount;k++){                        
                         if(ccr[i][j].equals(killcountry[k]))
                             ccr[i][j]=""0"";
                         }                 
                  }
            }
            
            //開始檢查，設計數器
            int count;
            count = 0;
            
            //檢查橫排        
            for(i=0;i<num;i++){ 
                    for(int j=0;j<num;j++){
                        if(!ccr[i][j].equals(""0"")){
                                break;
                            }
                        else if(j==num-1)
                            count++;
                     }
                }            
            
            //檢查直排            
            for(int j=0;j<num;j++){
                for(i=0;i<num;i++){
                    if(!ccr[i][j].equals(""0"")){
                        break;
                    }
                    else if(i==num-1)
                        count++;
                }                               
             }
            
             //檢查對角線 1
              for(i=0;i<num;i++){
                  if(!ccr[i][i].equals(""0"")){
                      break;
                  }
                  else if(i==num-1)
                      count++;                  
              }
              
              //檢查對角線 2
              for(i=num-1;i>0;i--){
                  if(!ccr[i][i].equals(""0"")){
                      break;
                  }
                  else if(i==0)
                      count++;                  
              }
              
              System.out.println(count);
        }          
    }                      
}
@26ec41a2fb8347cd0f6d116185b63a65@","10"
"r03222054","@1db31da25a805607f8d31993b4cae1ad@import java.io.FileReader;
import java.io.BufferedReader;

public class Bingo {
    
    public static int count =0;
    
    
    public static int calculate(boolean[][] check, int num)
    {
        
        //calculate the colum
        for(int i = 0; i<num ; i++)
        {

                boolean key = check[0][i];
                for (int j =1; j<num; j++)
                {
                   key = (check[j][i] && key);
                }
                
                 if(key)
                 count++;
        }
        
        //calculate the row
        
              for(int i = 0; i<num ; i++)
        {

                boolean key = check[i][0];
                for (int j =1; j<num; j++)
                {
                   key = (check[i][j] && key);
                }
             if(key)
                 count++;
        }
              
       
//calculate the diagonal
       {
            boolean key = check[0][0];
            for (int i = 1; i < num; i++) 
            {
                key = (check[i][i] && key);
            }
            
            if (key) 
            {
                count++;
            }
        }

        {
            boolean key = check[num - 1][0];
            for (int i = 1; i < num; i++) 
            {
                key = (check[num - 1 - i][i] && key);
            }
            if (key) 
            {
                count++;
            }
        }
        
        return count;  
        
        
    }

    public static void main(String[] args) throws Exception {

        // read file from args[0] in Java 7 style
        try(BufferedReader br = new BufferedReader(new FileReader(args[0]))){
            
            // read a line and split by ','
            String[] data = br.readLine().split("","");
            
            // store the first integer in variable stringCount (number of announced strings)
            int stringCount = Integer.parseInt(data[0]);

            // store the second integer in variable num (dimension of matrix: num * num)            
            int num = Integer.parseInt(data[1]);

            // initilization of a String array in Java
            String[] announce = new String[stringCount];
            String[][] matrix = new String[num][num];

            // printf in Java (you should comment out or delete this in your final submission)
            System.out.printf(""number of announced strings: %d\ndimension of matrix: %d x %d\n"", stringCount, num, num);
            
            
         //   System.out.print(announce.length+""\n"");
            announce= br.readLine().split("","");
            boolean[][] check = new boolean [num][num];

            for (int i =0 ; i<num; i++)
            {
               data = br.readLine().split("","");
               for( int j=0 ; j<num; j++ )
               {
                   matrix[i][j]= data[j];    
                   check[i][j] = false;
                   for (int k=0; k<announce.length; k++)
                   {
                       if (matrix[i][j].equals(announce[k]))
                       {
                           check[i][j] = true;
                           //System.out.print(check[i][j]+""\t"");
                       }             
                   }
                   
                   System.out.print(check[i][j]+""\t"");            
               }
                System.out.print(""\n"");
            }
            
            System.out.print( calculate(check, num)+""\n"");
            
            
 
            
            
            
            
            

            /*  now you can write your own solution to hw0
             *  you can follow the instruction described below:
             * 
             *  1. read the rest content of the file
             *  2. store the announce strings (2nd line of the file) in variable announce
             *  3. store the matrix (from the 3rd line to the end of the file) in variable matrix
             *  4. compare the matrix and announce strings (this is the tricky part)
             *  5. output how many 'straight line' are there in the matrix
             * 
             *  [note]
             *  you can use every data structure in standard Java packages (Java 8 supported)
             *  the packages in stdlib.jar and algs4.jar are also available for you to use
             *
             *  [hint]
             *  1. you should check whether Java pass the variable by references or by values.
             *  2. some data structure such as HashSet, HashMap, Arrays, ArrayList, Vector are very
             *     useful for solving problems. 
             */
            
            
            
            
        }
    }
}

@1db31da25a805607f8d31993b4cae1ad@","10"
"r04942099","@75e7849b4fd3b5e48e310ad3a5a108b0@import java.io.FileReader;
import java.io.BufferedReader;


public class Bingo  {

    public static void main(String[] args) throws Exception {

        // read file from args[0] in Java 7 style
        try(BufferedReader br = new BufferedReader(new FileReader(args[0]))){
            
            // read a line and split by ','
            String[] data = br.readLine().split("","");
            
            // store the first integer in variable stringCount (number of announced strings)
            int stringCount = Integer.parseInt(data[0]);

            // store the second integer in variable num (dimension of matrix: num * num)            
            int num = Integer.parseInt(data[1]);
           

            // initilization of a String array in Java
            String[] announce = new String[stringCount];
            String[][] matrix = new String[num][num];
            int[][] match = new int[num][num];
            int temp1 = 0;
            int temp2 = 0;
            int count = 0;
            // printf in Java (you should comment out or delete this in your final submission)
            //System.out.printf(""number of announced strings: %d\ndimension of matrix: %d x %d\n"", stringCount, num, num);
            String[] m = br.readLine().split("" "");
           
            String[] bg = m[0].split("","");
            
            for(int i=0; i<num; i++){
                String[] bg2 = m[i+1].split("","");
                for(int j=0;j<num;j++){
                    matrix[i][j] = bg2[j];
                    //System.out.println(matrix[i][j]);
                }
            }
            for(int i=0; i<stringCount; i++){
                announce[i] = bg[i];
                //System.out.println(announce[i]);
            }

            for(int i=0; i<num; i++){
                for(int j=0; j<num; j++){
                    match[i][j] = 0;
                    for(int k=0; k<stringCount; k++){
                        if(matrix[i][j].equals(announce[k])) match[i][j]=1;
                    }
                   // System.out.println(match[i][j]);
                }
            }
            for(int i=0; i<num; i++){
                temp1 = 1;
                temp2 = 1;
                for(int j=0; j<num;j++){
                    if(match[i][j]==0) temp1 =0;
                    if(match[j][i]==0) temp2 =0;
                }
                count = count + temp1 + temp2;
            }
            temp1 = 1;
            temp2 = 1;
            for(int i=0; i<num; i++){
                if(match[i][i]==0) temp1 = 0;
                if(match[i][num-1-i]==0) temp2 = 0;
            }
            count = count  + temp1 + temp2;
            
            System.out.println(count);
            
            
            
            
            /*  now you can write your own solution to hw0
             *  you can follow the instruction described below:
             * 
             *  1. read the rest content of the file
             *  2. store the announce strings (2nd line of the file) in variable announce
             *  3. store the matrix (from the 3rd line to the end of the file) in variable matrix
             *  4. compare the matrix and announce strings (this is the tricky part)
             *  5. output how many 'straight line' are there in the matrix
             * 
             *  [note]
             *  you can use every data structure in standard Java packages (Java 8 supported)
             *  the packages in stdlib.jar and algs4.jar are also available for you to use
             *
             *  [hint]
             *  1. you should check whether Java pass the variable by references or by values.
             *  2. some data structure such as HashSet, HashMap, Arrays, ArrayList, Vector are very
             *     useful for solving problems. 
             */
        }
    }
}

@75e7849b4fd3b5e48e310ad3a5a108b0@","10"
